Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2004-12-18,Man United,5,2,19,14,15,12,0,0,Crystal Palace,2,1,4,3,3,8,1,0,S Dunn,H,H,31.0,14.0,5.0,18.0,2
2004-12-18,Tottenham,5,3,18,12,6,9,0,0,Southampton,1,0,7,4,3,13,2,0,P Dowd,H,H,22.0,13.0,12.0,19.0,2
2004-12-19,Liverpool,3,2,15,5,5,12,0,0,Newcastle,1,1,7,3,5,19,3,1,G Poll,H,H,25.0,21.0,6.0,13.0,2
2004-12-19,Portsmouth,0,0,11,5,5,13,0,0,Arsenal,1,0,13,5,7,9,1,0,H Webb,A,D,23.0,35.0,12.0,3.0,0
2004-12-20,Charlton,2,1,8,5,5,14,1,0,Fulham,1,0,6,4,3,16,2,0,S Bennett,H,H,24.0,18.0,9.0,15.0,2
2004-12-26,Southampton,0,0,12,4,5,7,1,0,Charlton,0,0,15,5,11,12,0,0,S Dunn,D,D,13.0,27.0,19.0,7.0,1
2004-12-26,West Brom,0,0,2,1,4,12,0,1,Liverpool,5,1,16,8,11,13,0,0,R Styles,A,A,10.0,28.0,20.0,6.0,0
2004-12-26,Norwich,0,0,13,8,10,11,1,0,Tottenham,2,0,16,9,8,9,0,0,M Riley,A,D,15.0,25.0,17.0,8.0,0
2004-12-26,Man United,2,1,14,7,9,12,0,0,Bolton,0,0,8,1,0,14,0,0,D Gallagher,H,H,34.0,23.0,4.0,11.0,2
2004-12-26,Everton,2,1,9,6,4,14,1,0,Man City,1,1,10,6,4,21,2,1,P Dowd,H,D,37.0,23.0,4.0,10.0,2
2004-12-26,Chelsea,1,1,14,7,6,12,3,0,Aston Villa,0,0,9,7,3,13,3,0,P Walton,H,H,43.0,25.0,1.0,9.0,2
2004-12-26,Blackburn,2,1,21,11,7,18,1,0,Newcastle,2,2,5,3,5,19,2,0,M Messias,D,A,15.0,21.0,16.0,13.0,1
2004-12-26,Birmingham,2,2,11,10,5,17,1,0,Middlesbrough,0,0,9,6,3,9,0,0,S Bennett,H,H,20.0,32.0,14.0,5.0,2
2004-12-26,Arsenal,2,1,11,8,7,12,1,0,Fulham,0,0,2,1,6,9,2,0,B Knight,H,H,38.0,18.0,3.0,15.0,2
2004-12-26,Crystal Palace,0,0,18,10,9,10,0,0,Portsmouth,1,0,11,6,7,14,2,0,N Barry,A,D,14.0,23.0,18.0,13.0,0
2004-12-28,Liverpool,1,1,19,11,7,6,0,0,Southampton,0,0,3,2,3,12,3,0,M Halsey,H,H,31.0,14.0,6.0,19.0,2
2004-12-28,Aston Villa,0,0,8,6,6,14,0,0,Man United,1,1,15,7,9,10,3,0,G Poll,A,A,25.0,37.0,10.0,4.0,0
2004-12-28,Bolton,0,0,13,5,5,13,2,0,Blackburn,1,1,7,5,1,10,2,0,R Styles,A,A,23.0,16.0,13.0,16.0,0
2004-12-28,Charlton,2,0,12,8,8,13,0,0,Everton,0,0,5,3,2,11,0,1,M Riley,H,D,28.0,40.0,8.0,4.0,2
2004-12-28,Fulham,2,1,10,7,7,9,1,0,Birmingham,3,2,6,5,3,13,0,0,M Clattenburg,A,A,18.0,23.0,16.0,12.0,0
2004-12-28,Man City,1,1,11,4,11,7,0,0,West Brom,1,0,0,0,0,10,0,1,A D'Urso,D,H,23.0,10.0,12.0,20.0,1
2004-12-28,Middlesbrough,2,0,17,11,8,13,1,0,Norwich,0,0,10,2,4,10,1,0,H Webb,H,D,32.0,15.0,6.0,17.0,2
2004-12-28,Portsmouth,0,0,4,2,5,12,1,0,Chelsea,2,0,12,9,4,15,3,0,A Wiley,A,D,26.0,46.0,10.0,1.0,0
2004-12-28,Tottenham,1,0,17,14,5,10,1,0,Crystal Palace,1,0,11,7,6,15,0,0,U Rennie,D,D,28.0,14.0,8.0,18.0,1
2004-12-29,Newcastle,0,0,9,5,4,10,1,0,Arsenal,1,1,13,6,8,21,4,0,S Bennett,A,A,22.0,41.0,14.0,2.0,0
2005-01-01,Portsmouth,1,0,14,6,7,13,3,0,Norwich,1,1,6,5,5,6,0,1,P Dowd,D,A,26.0,15.0,10.0,18.0,1
2005-01-01,Newcastle,2,2,8,4,6,8,1,0,Birmingham,1,0,10,8,5,14,2,0,R Styles,H,H,22.0,26.0,14.0,10.0,2
2005-01-01,Tottenham,5,2,14,12,6,8,0,0,Everton,2,1,6,3,4,13,0,0,S Dunn,H,H,29.0,40.0,8.0,4.0,2
2005-01-01,Man City,2,2,15,8,9,12,0,0,Southampton,1,0,6,1,8,9,0,0,C Foy,H,H,24.0,14.0,13.0,19.0,2
2005-01-01,Middlesbrough,0,0,6,2,10,13,1,0,Man United,2,1,13,7,4,9,0,0,A Wiley,A,A,35.0,40.0,5.0,3.0,0
2005-01-01,Fulham,3,1,12,6,4,11,1,0,Crystal Palace,1,1,7,3,2,18,3,0,D Gallagher,H,D,18.0,15.0,16.0,18.0,2
2005-01-01,Charlton,1,1,7,4,1,13,1,0,Arsenal,3,1,8,5,2,15,1,0,M Halsey,A,D,31.0,44.0,8.0,2.0,0
2005-01-01,Bolton,1,0,25,15,7,13,0,0,West Brom,1,1,11,7,3,15,1,0,M Dean,D,A,23.0,11.0,14.0,20.0,1
2005-01-01,Aston Villa,1,0,11,3,6,9,1,0,Blackburn,0,0,9,4,7,9,0,0,H Webb,H,D,25.0,19.0,12.0,16.0,2
2005-01-01,Liverpool,0,0,14,7,3,14,2,0,Chelsea,1,0,8,7,2,16,2,0,M Riley,A,D,34.0,49.0,6.0,1.0,0
2005-01-03,West Brom,0,0,8,5,1,9,2,0,Newcastle,0,0,12,7,6,7,0,0,N Barry,D,D,12.0,25.0,20.0,13.0,1
2005-01-03,Norwich,1,0,7,4,5,16,2,0,Liverpool,2,0,11,6,2,19,3,0,H Webb,A,D,16.0,34.0,17.0,6.0,0
2005-01-03,Blackburn,1,1,16,11,6,11,2,0,Charlton,0,0,9,6,8,14,3,0,A Wiley,H,H,19.0,31.0,16.0,8.0,2
2005-01-03,Crystal Palace,2,1,14,9,7,8,2,0,Aston Villa,0,0,12,6,7,14,3,0,A D'Urso,H,H,15.0,28.0,18.0,9.0,2
2005-01-04,Arsenal,1,0,13,9,12,10,3,0,Man City,1,1,5,4,5,13,3,0,R Styles,D,A,47.0,27.0,2.0,10.0,1
2005-01-04,Birmingham,1,0,14,8,6,12,2,0,Bolton,2,1,11,6,5,12,2,0,U Rennie,A,A,26.0,24.0,12.0,14.0,0
2005-01-04,Chelsea,2,2,14,10,4,15,2,0,Middlesbrough,0,0,2,1,3,9,1,0,S Bennett,H,H,52.0,35.0,1.0,6.0,2
2005-01-04,Everton,2,1,17,7,8,5,0,0,Portsmouth,1,1,9,6,1,9,0,0,P Walton,H,D,40.0,27.0,4.0,12.0,2
2005-01-04,Man United,0,0,23,16,8,11,1,0,Tottenham,0,0,7,5,2,13,2,0,M Clattenburg,D,D,43.0,32.0,3.0,7.0,1
2005-01-05,Southampton,3,2,8,5,2,16,2,0,Fulham,3,2,12,7,10,16,2,0,G Poll,D,D,14.0,21.0,19.0,16.0,1
2005-01-15,Aston Villa,3,2,22,10,7,15,0,0,Norwich,0,0,7,1,5,12,0,0,M Riley,H,H,28.0,16.0,10.0,18.0,2
2005-01-15,Bolton,1,1,9,3,8,8,2,0,Arsenal,0,0,11,7,7,8,1,0,M Clattenburg,H,H,27.0,48.0,11.0,2.0,2
2005-01-15,Charlton,3,1,10,6,4,11,0,0,Birmingham,1,0,10,6,4,10,2,0,C Foy,H,H,31.0,26.0,9.0,13.0,2
2005-01-15,Liverpool,0,0,13,5,9,12,2,0,Man United,1,1,5,2,4,25,4,1,S Bennett,A,A,37.0,44.0,5.0,3.0,0
2005-01-15,Man City,3,2,16,9,7,10,2,0,Crystal Palace,1,1,7,2,7,11,1,0,A Marriner,H,H,28.0,18.0,11.0,17.0,2
2005-01-15,Newcastle,2,2,22,17,14,12,0,0,Southampton,1,1,9,6,4,20,2,0,U Rennie,H,H,26.0,15.0,14.0,19.0,2
2005-01-15,Portsmouth,0,0,11,1,5,13,2,2,Blackburn,1,0,14,6,6,23,6,0,A D'Urso,A,D,27.0,22.0,13.0,16.0,0
2005-01-15,Tottenham,0,0,12,4,4,14,2,0,Chelsea,2,1,12,5,7,12,4,0,G Poll,A,A,33.0,55.0,8.0,1.0,0
2005-01-16,Middlesbrough,1,1,18,12,9,12,1,0,Everton,1,0,13,5,6,10,2,0,D Gallagher,D,H,35.0,43.0,6.0,4.0,1
2005-01-16,Fulham,1,0,8,4,7,12,3,0,West Brom,0,0,7,6,5,12,1,0,P Walton,H,D,22.0,13.0,16.0,20.0,2
2005-01-22,Birmingham,1,0,8,5,5,16,1,0,Fulham,2,0,6,3,3,11,3,0,P Dowd,A,D,26.0,25.0,14.0,15.0,0
2005-01-22,Chelsea,3,3,14,9,2,2,0,0,Portsmouth,0,0,9,5,3,9,0,0,M Riley,H,H,58.0,27.0,1.0,14.0,2
2005-01-22,Crystal Palace,3,0,8,7,5,9,1,0,Tottenham,0,0,12,6,4,14,2,0,C Foy,H,D,18.0,33.0,17.0,8.0,2
2005-01-22,Everton,0,0,12,7,9,13,1,0,Charlton,1,1,4,3,5,10,2,0,H Webb,A,A,44.0,34.0,4.0,7.0,0
2005-01-22,Man United,3,1,18,11,4,11,2,0,Aston Villa,1,0,10,6,2,21,5,0,M Halsey,H,H,47.0,31.0,3.0,10.0,2
2005-01-22,Norwich,4,1,17,9,5,11,0,0,Middlesbrough,4,1,22,15,8,16,3,0,M Messias,D,D,16.0,36.0,18.0,7.0,1
2005-01-22,Southampton,2,2,11,7,6,10,1,0,Liverpool,0,0,11,2,3,12,2,0,A Wiley,H,H,15.0,37.0,19.0,5.0,2
2005-01-22,West Brom,2,1,13,6,3,9,2,0,Man City,0,0,11,5,11,12,0,0,G Poll,H,H,13.0,31.0,20.0,9.0,2
2005-01-23,Arsenal,1,1,13,8,11,17,2,0,Newcastle,0,0,4,1,1,19,3,0,S Dunn,H,H,48.0,29.0,3.0,12.0,2
2005-01-24,Blackburn,0,0,9,4,7,16,1,0,Bolton,1,0,6,3,7,19,4,0,S Bennett,A,D,25.0,30.0,16.0,11.0,0
2005-02-01,Arsenal,2,2,11,10,6,20,2,0,Man United,4,1,10,9,7,16,4,1,G Poll,A,H,51.0,50.0,2.0,3.0,0
2005-02-01,Bolton,3,0,15,9,4,9,0,0,Tottenham,1,0,11,5,6,17,2,1,M Dean,H,D,33.0,33.0,9.0,8.0,2
2005-02-01,Charlton,1,1,4,3,3,11,0,0,Liverpool,2,0,19,7,7,15,0,0,N Barry,A,H,37.0,37.0,7.0,5.0,0
2005-02-01,Portsmouth,2,1,14,5,9,9,1,0,Middlesbrough,1,1,9,2,5,8,2,0,P Crossley,H,D,27.0,37.0,14.0,6.0,2
2005-02-01,West Brom,2,0,12,7,8,17,1,0,Crystal Palace,2,0,4,4,4,11,0,1,D Gallagher,D,D,16.0,21.0,20.0,17.0,1
2005-02-02,Man City,1,0,5,1,3,11,2,0,Newcastle,1,1,3,1,1,18,3,0,A D'Urso,D,A,31.0,29.0,10.0,13.0,1
2005-02-02,Everton,1,0,18,4,3,12,1,0,Norwich,0,0,11,6,3,16,0,0,A Wiley,H,D,44.0,17.0,4.0,19.0,2
2005-02-02,Fulham,1,0,12,3,4,12,1,0,Aston Villa,1,0,12,2,8,17,3,0,C Foy,D,D,28.0,31.0,14.0,11.0,1
2005-02-02,Birmingham,2,2,12,4,8,11,0,0,Southampton,1,0,6,3,1,18,2,0,P Walton,H,H,26.0,18.0,15.0,18.0,2
2005-02-02,Blackburn,0,0,11,2,4,24,2,0,Chelsea,1,1,6,3,4,15,2,0,U Rennie,A,A,25.0,61.0,16.0,1.0,0
2005-02-05,Tottenham,3,1,18,10,9,10,0,0,Portsmouth,1,1,6,3,2,8,0,0,S Dunn,H,D,33.0,30.0,9.0,13.0,2
2005-02-05,Newcastle,1,0,21,10,7,10,1,0,Charlton,1,0,8,2,2,12,1,0,M Halsey,D,D,30.0,37.0,12.0,7.0,1
2005-02-05,Norwich,3,1,13,7,3,18,0,0,West Brom,2,1,15,8,3,13,3,0,C Foy,H,D,17.0,17.0,19.0,20.0,2
2005-02-05,Middlesbrough,1,1,13,7,8,14,1,1,Blackburn,0,0,6,3,10,10,2,0,M Riley,H,H,37.0,25.0,7.0,16.0,2
2005-02-05,Aston Villa,1,0,5,1,5,13,2,0,Arsenal,3,3,15,6,2,11,0,0,S Bennett,A,A,32.0,51.0,11.0,3.0,0
2005-02-05,Liverpool,3,1,10,7,4,12,1,0,Fulham,1,1,6,2,3,13,4,0,R Styles,H,D,40.0,29.0,5.0,15.0,2
2005-02-05,Man United,2,0,17,11,5,10,1,0,Birmingham,0,0,7,1,2,16,3,0,D Gallagher,H,D,53.0,29.0,3.0,14.0,2
2005-02-05,Crystal Palace,0,0,17,7,6,16,0,0,Bolton,1,1,9,6,4,10,1,0,G Poll,A,A,22.0,36.0,17.0,9.0,0
2005-02-06,Chelsea,0,0,11,8,7,9,2,0,Man City,0,0,5,2,1,11,1,0,H Webb,D,D,64.0,32.0,1.0,10.0,1
2005-02-06,Southampton,2,1,21,9,8,15,0,0,Everton,2,1,8,4,3,11,2,0,A D'Urso,D,D,18.0,47.0,19.0,4.0,1
2005-02-12,Birmingham,2,2,5,3,10,16,2,0,Liverpool,0,0,6,2,4,10,0,0,H Webb,H,H,29.0,43.0,14.0,5.0,2
2005-02-12,Blackburn,3,2,18,13,12,15,2,0,Norwich,0,0,9,6,3,14,1,0,S Dunn,H,H,25.0,20.0,16.0,18.0,2
2005-02-12,Bolton,0,0,13,8,3,11,0,0,Middlesbrough,0,0,5,2,2,15,1,0,A Wiley,D,D,39.0,40.0,7.0,6.0,1
2005-02-12,Everton,0,0,4,2,3,14,1,1,Chelsea,1,0,25,11,9,9,2,0,M Riley,A,D,48.0,65.0,4.0,1.0,0
2005-02-12,Portsmouth,1,1,9,3,6,14,2,0,Aston Villa,2,1,6,4,3,22,1,0,D Gallagher,A,D,30.0,32.0,14.0,12.0,0
2005-02-13,Man City,0,0,9,3,4,9,2,0,Man United,2,0,10,3,6,14,3,0,S Bennett,A,D,33.0,56.0,11.0,2.0,0
2005-02-14,Arsenal,5,3,17,12,5,8,1,0,Crystal Palace,1,0,6,3,1,17,2,0,R Styles,H,H,54.0,22.0,3.0,17.0,2
2005-02-22,West Brom,0,0,9,4,7,15,2,0,Southampton,0,0,11,7,3,15,3,0,M Riley,D,D,17.0,19.0,20.0,19.0,1
2005-02-26,Aston Villa,1,0,9,6,3,22,3,0,Everton,3,1,15,9,7,17,0,0,G Poll,A,A,35.0,48.0,10.0,4.0,0
2005-02-26,Crystal Palace,2,1,8,2,4,23,3,0,Birmingham,0,0,9,5,7,15,3,0,P Dowd,H,H,22.0,32.0,17.0,12.0,2
2005-02-26,Man United,2,1,13,6,4,15,1,0,Portsmouth,1,0,8,4,3,15,2,0,M Halsey,H,H,59.0,30.0,2.0,14.0,2
2005-02-26,Southampton,1,0,10,3,3,9,1,1,Arsenal,1,1,17,12,5,13,1,1,A Wiley,D,A,20.0,57.0,18.0,3.0,1
2005-02-26,Tottenham,2,0,18,8,13,6,0,0,Fulham,0,0,8,5,2,13,1,0,N Barry,H,D,36.0,29.0,9.0,15.0,2
2005-02-27,Newcastle,2,1,14,9,6,12,0,0,Bolton,1,1,4,2,3,19,2,0,S Dunn,H,D,31.0,40.0,13.0,7.0,2
2005-02-27,Middlesbrough,2,0,21,18,10,10,0,0,Charlton,2,1,5,2,1,15,3,0,M Riley,D,A,41.0,38.0,6.0,9.0,1
2005-02-28,Norwich,2,2,5,4,3,12,2,1,Man City,3,2,17,10,12,7,2,0,R Styles,A,D,20.0,33.0,19.0,12.0,0
2005-03-05,Arsenal,3,1,11,6,7,12,0,0,Portsmouth,0,0,5,2,3,15,2,0,C Foy,H,H,58.0,30.0,3.0,14.0,2
2005-03-05,Aston Villa,2,0,8,4,5,8,1,0,Middlesbrough,0,0,5,1,4,6,2,0,R Styles,H,D,35.0,42.0,11.0,6.0,2
2005-03-05,Crystal Palace,0,0,2,1,2,12,5,1,Man United,0,0,16,9,7,9,4,0,M Clattenburg,D,D,25.0,62.0,17.0,2.0,1
2005-03-05,Fulham,0,0,10,5,5,9,3,0,Charlton,0,0,9,6,5,12,2,0,S Bennett,D,D,29.0,39.0,15.0,9.0,1
2005-03-05,Newcastle,1,0,13,4,5,11,2,0,Liverpool,0,0,6,3,4,16,2,0,H Webb,H,D,34.0,43.0,12.0,5.0,2
2005-03-05,Norwich,1,0,8,5,7,14,1,0,Chelsea,3,1,23,13,7,15,2,0,M Halsey,A,A,20.0,68.0,19.0,1.0,0
2005-03-05,Southampton,1,0,9,4,4,7,1,0,Tottenham,0,0,13,8,10,11,2,0,P Walton,H,D,21.0,39.0,18.0,9.0,2
2005-03-06,West Brom,2,0,12,7,13,16,1,0,Birmingham,0,0,7,0,3,18,1,0,S Dunn,H,D,18.0,32.0,20.0,13.0,2
2005-03-06,Everton,0,0,12,4,6,15,3,0,Blackburn,1,0,11,5,3,20,2,0,P Dowd,A,D,51.0,28.0,4.0,16.0,0
2005-03-07,Man City,0,0,8,3,5,10,1,0,Bolton,1,1,11,3,5,21,2,0,A Wiley,A,A,36.0,40.0,12.0,7.0,0
2005-03-15,Chelsea,1,1,23,11,8,13,0,0,West Brom,0,0,7,4,3,9,1,0,N Barry,H,H,71.0,21.0,1.0,19.0,2
2005-03-16,Charlton,2,1,5,2,5,15,1,0,Tottenham,0,0,7,4,2,16,4,0,C Foy,H,H,40.0,39.0,8.0,9.0,2
2005-03-16,Liverpool,0,0,7,2,11,12,1,0,Blackburn,0,0,5,2,3,13,1,0,B Knight,D,D,43.0,31.0,5.0,14.0,1
2005-03-19,Portsmouth,1,1,13,6,4,15,5,0,Newcastle,1,1,11,6,3,19,4,0,M Messias,D,D,30.0,37.0,16.0,11.0,1
2005-03-19,Man United,1,1,19,12,18,7,0,0,Fulham,0,0,10,6,3,11,1,0,A D'Urso,H,H,63.0,30.0,2.0,16.0,2
2005-03-19,Tottenham,2,1,12,9,6,13,2,0,Man City,1,1,11,7,4,13,3,0,B Knight,H,D,39.0,36.0,9.0,12.0,2
2005-03-19,Chelsea,4,1,20,13,10,13,1,0,Crystal Palace,1,1,6,3,4,16,0,0,P Dowd,H,D,74.0,26.0,1.0,17.0,2
2005-03-19,Bolton,1,1,16,10,7,20,3,0,Norwich,0,0,6,2,6,16,1,0,P Walton,H,H,43.0,20.0,6.0,20.0,2
2005-03-19,Charlton,1,1,8,5,3,11,0,1,West Brom,4,1,14,9,9,8,0,0,M Halsey,A,D,43.0,21.0,7.0,19.0,0
2005-03-19,Blackburn,0,0,9,2,4,21,3,0,Arsenal,1,1,10,8,6,8,1,0,G Poll,A,A,32.0,61.0,14.0,3.0,0
2005-03-20,Birmingham,2,0,10,4,2,12,3,0,Aston Villa,0,0,5,4,3,20,3,0,M Riley,H,D,32.0,38.0,13.0,10.0,2
2005-03-20,Liverpool,2,2,15,8,5,13,1,1,Everton,1,0,4,2,1,15,4,0,R Styles,H,H,44.0,51.0,6.0,4.0,2
2005-03-20,Middlesbrough,1,1,14,8,3,20,0,0,Southampton,3,1,12,7,6,17,0,0,U Rennie,A,D,42.0,24.0,8.0,18.0,0
2005-04-02,Liverpool,1,0,10,7,4,6,1,0,Bolton,0,0,13,5,12,13,3,0,S Bennett,H,D,47.0,46.0,5.0,6.0,2
2005-04-02,Southampton,1,0,4,3,4,11,0,0,Chelsea,3,2,12,8,3,10,2,0,M Halsey,A,A,27.0,77.0,17.0,1.0,0
2005-04-02,Newcastle,0,0,20,12,8,14,1,3,Aston Villa,3,1,8,5,6,24,2,0,B Knight,A,A,38.0,38.0,10.0,11.0,0
2005-04-02,Man United,0,0,23,9,9,21,3,0,Blackburn,0,0,9,3,3,18,2,0,M Riley,D,D,66.0,32.0,2.0,14.0,1
2005-04-02,Crystal Palace,0,0,23,13,8,6,0,0,Middlesbrough,1,1,7,5,3,19,4,0,S Dunn,A,A,26.0,42.0,18.0,9.0,0
2005-04-02,Charlton,2,1,9,3,6,6,1,0,Man City,2,2,16,8,7,8,0,0,R Styles,D,A,43.0,36.0,8.0,12.0,1
2005-04-02,Birmingham,1,0,14,7,3,6,0,0,Tottenham,1,0,9,5,3,10,1,0,H Webb,D,D,35.0,42.0,13.0,9.0,1
2005-04-02,Arsenal,4,2,21,15,10,8,1,0,Norwich,1,1,3,1,3,11,0,0,A Wiley,H,H,64.0,20.0,3.0,20.0,2
2005-04-03,Fulham,3,0,12,7,5,14,3,0,Portsmouth,1,1,8,4,5,10,3,0,M Clattenburg,H,A,30.0,31.0,16.0,15.0,2
2005-04-03,West Brom,1,0,8,4,7,15,1,0,Everton,0,0,8,2,7,20,2,0,G Poll,H,D,24.0,51.0,19.0,4.0,2
2005-04-09,Norwich,2,0,7,5,3,19,2,0,Man United,0,0,16,8,4,18,2,0,H Webb,H,D,20.0,67.0,20.0,3.0,2
2005-04-09,Middlesbrough,0,0,9,6,5,11,1,0,Arsenal,1,0,7,1,3,9,1,0,P Dowd,A,D,45.0,67.0,7.0,2.0,0
2005-04-09,Portsmouth,4,2,13,9,5,11,1,0,Charlton,2,2,8,4,4,14,3,0,G Poll,H,D,31.0,44.0,16.0,8.0,2
2005-04-09,Chelsea,1,0,19,12,8,17,2,0,Birmingham,1,0,2,1,5,12,2,0,C Foy,D,D,80.0,36.0,1.0,13.0,1
2005-04-09,Bolton,3,2,15,10,4,6,0,0,Fulham,1,0,7,4,6,14,2,1,D Gallagher,H,H,46.0,33.0,6.0,15.0,2
2005-04-09,Blackburn,3,1,15,8,4,19,2,0,Southampton,0,0,9,3,2,14,1,0,N Barry,H,H,33.0,27.0,15.0,17.0,2
2005-04-09,Man City,1,0,11,8,5,8,1,0,Liverpool,0,0,6,1,2,11,1,0,M Riley,H,D,37.0,50.0,12.0,5.0,2
2005-04-10,Aston Villa,1,1,14,7,5,6,1,1,West Brom,1,0,7,5,5,10,2,1,R Styles,D,H,41.0,27.0,10.0,18.0,1
2005-04-10,Everton,4,1,13,8,4,10,1,0,Crystal Palace,0,0,11,3,9,14,1,0,U Rennie,H,H,51.0,26.0,4.0,19.0,2
2005-04-10,Tottenham,1,1,19,6,4,9,2,0,Newcastle,0,0,6,3,7,15,2,0,S Bennett,H,H,43.0,38.0,9.0,12.0,2
2005-04-16,Southampton,2,2,16,8,5,10,1,0,Aston Villa,3,0,11,7,8,17,2,0,A D'Urso,A,H,27.0,42.0,18.0,10.0,0
2005-04-16,Liverpool,2,1,18,7,12,5,0,0,Tottenham,2,1,9,6,3,7,0,0,M Halsey,D,D,50.0,46.0,5.0,7.0,1
2005-04-16,Fulham,1,0,8,3,6,9,0,0,Man City,1,1,7,3,8,19,1,0,N Barry,D,A,33.0,40.0,16.0,11.0,1
2005-04-16,Crystal Palace,3,1,12,10,7,17,2,0,Norwich,3,1,12,8,3,21,2,0,R Styles,D,D,26.0,23.0,19.0,20.0,1
2005-04-16,Birmingham,0,0,9,4,7,16,1,0,Portsmouth,0,0,5,4,5,12,2,0,P Walton,D,D,37.0,34.0,13.0,16.0,1
2005-04-16,Charlton,1,1,18,10,8,10,0,0,Bolton,2,1,11,5,2,14,1,0,A Wiley,A,D,44.0,49.0,10.0,6.0,0
2005-04-19,Bolton,1,1,22,16,5,9,2,0,Southampton,1,0,5,4,2,9,0,0,M Clattenburg,D,H,52.0,27.0,5.0,18.0,1
2005-04-19,Middlesbrough,1,0,8,4,2,11,1,0,Fulham,1,0,7,2,6,12,0,0,R Styles,D,D,45.0,34.0,8.0,16.0,1
2005-04-20,Man City,3,0,8,4,8,11,0,0,Birmingham,0,0,5,1,3,9,1,0,M Atkinson,H,D,41.0,38.0,11.0,12.0,2
2005-04-20,Norwich,2,0,15,8,6,12,0,0,Newcastle,1,0,24,10,6,11,0,0,A Marriner,H,D,24.0,38.0,20.0,13.0,2
2005-04-20,Everton,1,0,7,3,4,18,3,0,Man United,0,0,16,11,5,17,2,2,P Dowd,H,D,54.0,67.0,4.0,3.0,2
2005-04-20,Portsmouth,1,1,8,6,5,10,1,0,Liverpool,2,2,19,12,4,8,0,0,H Webb,A,A,35.0,51.0,16.0,6.0,0
2005-04-20,Blackburn,1,1,18,7,11,11,3,0,Crystal Palace,0,0,4,3,6,19,2,0,P Walton,H,H,36.0,27.0,14.0,19.0,2
2005-04-20,Aston Villa,0,0,13,5,6,14,0,0,Charlton,0,0,12,3,5,9,1,0,B Knight,D,D,45.0,44.0,9.0,11.0,1
2005-04-20,Chelsea,0,0,9,3,2,10,1,0,Arsenal,0,0,6,4,2,16,3,0,S Bennett,D,D,81.0,70.0,1.0,2.0,1
2005-04-20,Tottenham,1,0,15,5,7,12,2,0,West Brom,1,1,10,4,3,12,0,0,C Foy,D,A,47.0,28.0,7.0,18.0,1
